Global_Sales,NA_ratio,EU_ratio,JP_ratio,Name,Genre,Platform,Year_of_Release,DBSCAN_label
4.41,0.6031746030378289,0.2925170067363907,0.0022675736956309,Tony Hawk's Pro Skater 3,Sports,PS2,2001,0
4.39,0.0227790432749933,0.5444191342723419,0.2391799543874305,Winning Eleven: Pro Evolution Soccer 2007,Sports,PS2,2006,-1
4.38,0.6438356162913617,0.2351598172979087,0.0296803652900273,The Elder Scrolls IV: Oblivion,Role-Playing,X360,2006,0
4.38,0.4999999998858447,0.1141552511154896,0.3675799085918768,Zelda II: The Adventure of Link,Adventure,NES,1987,0
4.37,0.4645308923422125,0.4096109838879608,0.0183066361514172,Need for Speed: Most Wanted,Racing,PS2,2005,0
4.36,0.6055045870170861,0.3050458714896684,0.0022935779811253,Michael Jackson: The Experience,Misc,Wii,2010,0
4.36,0.3577981650555508,0.4426605503571879,0.0435779816413811,Call of Duty: Advanced Warfare,Shooter,PS3,2014,0
4.34,0.4009216588937969,0.3963133639639831,0.0322580645086963,Resistance: Fall of Man,Shooter,PS3,2006,0
4.34,0.6981566818667841,0.2096774193065259,0.0599078340875788,Sonic the Hedgehog,Platform,GEN,1991,0
4.33,0.508083140760258,0.133949191654977,0.3187066973859799,Kingdom Hearts II,Role-Playing,PS2,2005,0
4.33,0.482678983722245,0.3025404156345172,0.1431870669415272,The Legend of Zelda: Ocarina of Time,Action,3DS,2011,0
4.32,0.4884259258128643,0.2685185184563614,0.1689814814423653,Super Mario 3D World,Platform,WiiU,2013,0
4.32,0.3425925925132887,0.4675925924843535,0.0324074073999056,Minecraft,Misc,PS4,2014,0
4.31,0.9280742457243448,0.0603248259720824,0.0,Asteroids,Shooter,2600,1980,-1
4.29,0.6456876455371358,0.2587412586809461,0.0,Call of Duty: Advanced Warfare,Shooter,X360,2014,0
4.28,0.1355140186599266,0.7056074764706524,0.0093457943903397,FIFA 15,Sports,PS3,2014,-1
4.27,0.587822013913859,0.2903981263956913,0.0257611241157468,Fable II,Role-Playing,X360,2008,0
4.24,0.7075471696444464,0.2617924527684452,0.0117924528274074,Namco Museum,Misc,GBA,2001,0
4.23,0.5295508272979785,0.3096926713215856,0.0165484633530618,Batman: Arkham Asylum,Action,PS3,2009,0
4.23,0.3451536642210038,0.0,0.1962174940434473,Metal Gear Solid 3: Snake Eater,Action,PS2,2004,-1
4.22,0.334123222669639,0.4763033174226769,0.0236966824588396,Assassin's Creed: Revelations,Action,PS3,2011,0
4.22,0.5947867297168752,0.3127962084566834,0.0023696682458839,Fallout 4,Role-Playing,XOne,2015,0
4.22,0.2180094786213247,0.6848341230604659,0.0023696682458839,FIFA 14,Sports,X360,2013,-1
4.21,0.5819477433297037,0.2399049880665308,0.0,Daxter,Platform,PSP,2006,0
4.21,0.4038004749634678,0.539192398921807,0.0,Warcraft II: Tides of Darkness,Strategy,PC,1995,0
4.21,0.1852731591008852,0.6057007124452016,0.0095011876461992,FIFA Soccer 06,Sports,PS2,2005,0
4.2,0.2095238094739228,0.5476190474886621,0.0476190476077097,EyeToy Play,Misc,PS2,2003,0
4.19,0.3054892600702889,0.434367541662442,0.1360381861250505,Gran Turismo 5 Prologue,Racing,PS3,2007,0
4.19,0.5369928399673047,0.3508353221119724,0.0095465393771965,Assassin's Creed: Revelations,Action,X360,2011,0
4.18,0.2009569377509672,0.6650717701758201,0.0047846889940706,FIFA 12,Sports,X360,2011,-1
4.17,0.8105515585586207,0.1055155875046725,0.0743405275601101,Teenage Mutant Ninja Turtles,Action,NES,1989,0
4.16,0.4879807691134661,0.2499999999399038,0.1394230768895617,Street Fighter IV,Fighting,PS3,2009,0
4.16,0.4903846152667344,0.1153846153568786,0.377403846063124,Excitebike,Racing,NES,1984,0
4.16,0.911057692088688,0.0649038461382442,0.0,Frogger,Action,PS,1997,-1
4.14,0.8115942027025135,0.050724637668907,0.0024154589366146,Madden NFL 2003,Sports,PS2,2002,-1
4.12,0.9781553395684088,0.0,0.0218446601888726,Half-Life,Shooter,PC,1997,-1
4.12,0.4004854367959986,0.1480582523912479,0.4271844659157319,Super Mario World 2: Yoshi's Island,Platform,SNES,1995,-1
4.11,0.1727493916854624,0.603406325887249,0.0072992700712167,FIFA Soccer 07,Sports,PS2,2006,0
4.1,0.3463414633301606,0.1243902438720999,0.5121951218262939,Street Fighter II Turbo,Fighting,SNES,1992,-1
4.09,0.6283618580370753,0.3716381417184259,0.0,World of Warcraft: The Burning Crusade,Role-Playing,PC,2007,0
4.08,0.2696078430711746,0.5269607841845684,0.0514705882226787,Battlefield 1,Shooter,PS4,2016,0
4.07,0.5700245698845148,0.009828009825595,0.009828009825595,God of War II,Action,PS2,2007,-1
4.06,0.0295566502390254,0.5566502461683127,0.2216748767926909,World Soccer Winning Eleven 9,Sports,PS2,2005,-1
4.05,0.6567901232946197,0.2543209875915257,0.0098765432074378,Fallout: New Vegas,Role-Playing,X360,2010,0
4.05,0.5802469134369761,0.313580246836153,0.0074074074055784,Forza Motorsport 2,Racing,X360,2007,0
4.05,0.5234567899942082,0.3629629628733424,0.0123456790092973,Carnival Games,Misc,Wii,2007,0
4.05,0.3456790122603261,0.4691358023532997,0.0271604938204542,Watch Dogs,Action,PS4,2014,0
4.05,0.5629629628239597,0.3827160492882183,0.0395061728297515,Namco Museum Vol.3,Misc,PS,1996,0
4.05,0.4148148147123914,0.3728395060807803,0.1259259258948331,Tekken Tag Tournament,Fighting,PS2,2000,0
4.04,0.2797029702277963,0.5396039602624743,0.0247524752413979,Far Cry 4,Shooter,PS4,2014,0
4.03,0.6898263025583556,0.1439205954977864,0.1588089329630747,Star Fox 64,Shooter,N64,1997,0
4.01,0.3042394014203892,0.0698254363915647,0.6134663340116044,Golf,Sports,NES,1984,-1
3.98,0.5226130651953234,0.3391959798142724,0.0,Namco Museum: 50th Anniversary,Misc,PS2,2005,0
3.97,0.6725440804351274,0.2191435767709965,0.0125944584351147,Left 4 Dead 2,Shooter,X360,2009,0
3.97,0.2569269520763408,0.5365239293358881,0.0579345088015278,The Witcher 3: Wild Hunt,Role-Playing,PS4,2015,0
3.96,0.3005050504291653,0.5227272725952709,0.0202020201969186,Assassin's Creed: Unity,Action,PS4,2014,0
3.95,0.3873417720538375,0.4278481011575067,0.0253164556897933,Batman: Arkham Knight,Action,PS4,2015,0
3.95,0.513924050502804,0.2936708860016023,0.0936708860522352,The Legend of Zelda: Skyward Sword,Action,Wii,2011,0
3.94,0.5456852790493184,0.2868020303840604,0.0177664974574196,Fallout 3,Role-Playing,PS3,2008,0
3.94,0.22842639588111,0.4467005075008374,0.2335025380118014,Professor Layton and the Diabolical Box,Puzzle,DS,2007,0
3.91,0.5038363170066914,0.1943734014848149,0.2736572889325684,Donkey Kong Land,Platform,GB,1994,0
3.9,0.5358974357600262,0.3461538460650887,0.0153846153806706,EA Sports Active,Sports,Wii,2009,0
3.9,0.5871794870289283,0.2999999999230769,0.0025641025634451,Tony Hawk's Underground,Sports,PS2,2003,0
3.89,0.1748071978985071,0.1233933161636521,0.6735218507266011,Monster Hunter 4 Ultimate,Role-Playing,3DS,2014,-1
3.88,0.2989690720878945,0.546391752436497,0.0,The Elder Scrolls V: Skyrim,Role-Playing,PC,2011,0
3.88,0.6417525771541875,0.1701030927396641,0.0077319587608938,NBA 2K16,Sports,PS4,2015,0
3.87,0.2403100774572842,0.5012919895345498,0.080103359152428,Tekken 5,Fighting,PS2,2005,0
3.87,0.0258397932749767,0.0,0.9741602064666252,Dragon Warrior III,Role-Playing,NES,1988,-1
3.87,0.3953488371071449,0.4134366923996287,0.015503875964986,MotorStorm,Racing,PS3,2006,0
3.85,0.3740259739288244,0.3662337661386405,0.1896103895611401,Nintendogs + cats,Simulation,3DS,2011,0
3.85,0.0415584415476471,0.490909090781582,0.2909090908335301,World Soccer Winning Eleven 8 International,Sports,PS2,2004,-1
3.84,0.5546874998555501,0.2916666665907118,0.0260416666598849,Sports Champions,Sports,PS3,2010,0
3.84,0.5520833331895617,0.3749999999023437,0.0572916666517469,Namco Museum Vol.1,Misc,PS,1995,0
3.83,0.577023498543858,0.2506527414489157,0.1409921670650151,The Legend of Zelda: Link's Awakening,Action,GB,1992,0
3.83,0.4647519581031979,0.373368146116614,0.0130548302837976,Call of Duty: Ghosts,Shooter,PS4,2013,0
3.83,0.2245430808813203,0.407310704854488,0.2741514359597516,Flash Focus: Vision Training in Minutes a Day,Misc,DS,2007,0
3.8,0.3552631578012465,0.447368420934903,0.0394736842001385,Tom Clancy's The Division,Shooter,PS4,2016,0
3.79,0.2770448548081676,0.5039577835081905,0.1081794194965225,Big Brain Academy: Wii Degree,Misc,Wii,2007,0
3.77,0.4827586205616025,0.3289124667562566,0.124668434980194,Resident Evil Director's Cut,Action,PS,1996,0
3.77,0.5915119361826228,0.124668434980194,0.214854111348845,Mario & Luigi: Bowser's Inside Story,Role-Playing,DS,2009,0
3.76,0.6382978721706655,0.268617021205155,0.0,LEGO Indiana Jones: The Original Adventures,Action,X360,2008,0
3.76,0.5398936168776879,0.4148936169109325,0.0,The Sims: Unleashed,Simulation,PC,2002,0
3.74,0.3743315507020503,0.3716577539113214,0.0267379679072893,Ratchet & Clank: Size Matters,Platform,PSP,2007,0
3.73,0.3672922251026026,0.5361930293468651,0.0375335120542805,Harry Potter and the Sorcerer's Stone,Action,PS,2001,0
3.72,0.3010752687362701,0.5026881719078795,0.0725806451417793,Mario & Sonic at the London 2012 Olympic Games,Sports,Wii,2011,0
3.72,0.3494623654974563,0.2069892472561856,0.4139784945123713,Resident Evil 3: Nemesis,Action,PS,1999,-1
3.71,0.5256064688610225,0.231805929856656,0.1590296495528222,Super Paper Mario,Platform,Wii,2007,0
3.71,0.5202156332829607,0.4258760106668798,0.0,Spyro: Year of the Dragon,Platform,PS,2000,0
3.71,0.3584905659411077,0.4528301885571886,0.0350404312574015,Assassin's Creed IV: Black Flag,Action,PS3,2013,0
3.7,0.15675675671439,0.6702702700891161,0.0108108108078889,FIFA Soccer 2005,Sports,PS2,2004,0
3.7,0.4027027025938641,0.1972972972439736,0.3729729728721694,Pokémon Trading Card Game,Strategy,GB,1998,0
3.67,0.0,0.0,0.9999999997275204,Friend Collection,Misc,DS,2009,-1
3.67,0.5803814712315036,0.3215258854709739,0.0027247956395845,Tony Hawk's Pro Skater 4,Sports,PS2,2002,0
3.66,0.5573770490280391,0.3497267758607303,0.0054644808728239,Star Wars Battlefront (2015),Shooter,XOne,2015,0
3.66,0.4316939889530891,0.434426229389501,0.0218579234912956,MySims,Simulation,DS,2007,0
3.65,0.4520547943966972,0.3315068492242446,0.0,Midnight Club 3: DUB Edition,Racing,PSP,2005,0
3.65,0.5123287669829236,0.3095890410110715,0.1506849314655657,Banjo-Kazooie,Platform,N64,1998,0
3.65,0.6931506847416025,0.2219178081583787,0.0164383561598799,SOCOM: U.S. Navy SEALs,Shooter,PS2,2002,0
3.64,0.5714285712715855,0.2994505493682828,0.0412087911974701,Jak and Daxter: The Precursor Legacy,Platform,PS2,2001,0
3.63,0.6143250687012879,0.1873278236398546,0.1818181817680941,Pokemon Snap,Simulation,N64,1999,0
3.63,0.013774104679401,0.0,0.1763085398963337,Pro Evolution Soccer 2008,Sports,PS2,2007,-1
3.62,0.5745856352003907,0.2292817678924635,0.1270718231693171,Resident Evil 4,Action,PS2,2005,0
3.62,0.6408839777235127,0.265193370092488,0.0,Guitar Hero: World Tour,Misc,Wii,2008,0
3.62,0.165745856307805,0.6767955799235371,0.013812154692317,FIFA Soccer 10,Sports,PS3,2009,0
3.61,0.5346260386330676,0.3379501384105401,0.0083102493051772,Star Wars: Battlefront,Shooter,PS2,2004,0
3.61,0.5678670358537764,0.3878116342416034,0.0,Doom II: Hell on Earth,Shooter,PC,1994,0
3.61,0.5595567865485992,0.3240997229019114,0.0,The Simpsons: Road Rage,Racing,PS2,2001,0
3.6,0.6611111109274691,0.1861111110594135,0.1277777777422839,Luigi's Mansion,Action,GC,2001,0
3.59,0.3760445681403775,0.4317548745315446,0.0473537604324919,Battlefield 4,Shooter,PS4,2013,0
3.59,0.6072423396637209,0.2841225625949519,0.008356545958675,Star Wars: Battlefront II,Shooter,PS2,2005,0
3.59,0.5236768800769702,0.3871866294186109,0.0,Just Dance 2014,Misc,Wii,2013,0
3.58,0.4469273741768359,0.4162011172021784,0.0279329608860522,Cooking Mama 2: Dinner With Friends,Simulation,DS,2007,0
3.58,0.56145251380965,0.3770949719617053,0.0167597765316313,WWF SmackDown!,Fighting,PS,2000,0
3.56,0.4410112358311766,0.5028089886228064,0.0,Croc: Legend of the Gobbos,Platform,PS,1997,0
3.54,0.4406779659772096,0.3954802258769829,0.0197740112938491,Grand Theft Auto: Liberty City Stories,Action,PS2,2006,0
3.54,0.3474576270204921,0.499999999858757,0.0141242937813208,The Getaway,Action,PS2,2002,0
3.54,0.4689265535398512,0.4463276834897379,0.0338983050751699,Tomb Raider III: Adventures of Lara Croft,Action,PS,1997,0
3.53,0.538243625909846,0.3201133143569084,0.0283286118899918,James Bond 007: Agent Under Fire,Shooter,PS2,2001,0
3.53,0.5609065154218396,0.3229461755459076,0.0028328611889991,LEGO Star Wars: The Video Game,Action,PS2,2005,0
3.52,0.5568181816599949,0.3778409089835679,0.0,Rugrats in Paris: The Movie,Action,PS,2000,0
3.52,0.201704545397243,0.6789772725343814,0.005681818180204,FIFA Soccer 11,Sports,X360,2010,0
3.52,0.6079545452818311,0.3437499999023437,0.002840909090102,Spyro 2: Ripto's Rage!,Platform,PS,1999,0
3.51,0.7578347576188506,0.1396011395613672,0.0142450142409558,Left 4 Dead,Shooter,X360,2008,0
3.51,0.3333333332383665,0.1424501424095583,0.4985754984334543,Donkey Kong Country 3: Dixie Kong's Double Trouble!,Platform,SNES,1996,-1
3.5,0.6485714283861225,0.2571428570693878,0.0,Assassin's Creed: Unity,Action,XOne,2014,0
3.5,0.468571428437551,0.1085714285404081,0.4057142855983673,Kung Fu,Action,NES,1985,-1
3.5,0.6028571426848979,0.2657142856383673,0.0342857142759183,Resident Evil 5,Action,X360,2009,0
3.49,0.8166189109407969,0.1088825214587729,0.0085959885362189,Assassin's Creed: Brotherhood,Action,X360,2010,0
3.49,0.3724928365694863,0.4068767907143619,0.0773638968259702,Battlefield 4,Shooter,PS3,2013,0
3.48,0.632183907864315,0.2729885056686814,0.0057471264351301,Batman: Arkham Asylum,Action,X360,2009,0
3.48,0.6178160917764896,0.2902298849740719,0.0057471264351301,Battlefield 4,Shooter,X360,2013,0
3.47,0.6051873197103206,0.2910662823368685,0.0115273775182918,Battlefield: Bad Company 2,Shooter,X360,2010,0
3.46,0.3497109825578869,0.4682080923502289,0.0780346820583714,Mario & Sonic at the Olympic Winter Games,Sports,DS,2009,0
3.46,0.606936416009556,0.2919075143665007,0.0028901734095693,Guitar Hero: On Tour,Misc,DS,2008,0
3.45,0.1710144927040537,0.5188405795597564,0.211594202837219,Clubhouse Games,Misc,DS,2006,0
3.44,0.0,0.0,0.9999999997093024,Monster Hunter 4,Role-Playing,3DS,2013,0
3.44,0.6976744184018387,0.2063953487772106,0.0087209302300229,Borderlands,Shooter,X360,2009,0
3.44,0.4505813952178542,0.3691860464043064,0.0959302325302528,Tekken 4,Fighting,PS2,2002,0
3.42,0.2514619882305666,0.0,0.7456140348697035,Final Fantasy III,Role-Playing,SNES,1994,-1
3.42,0.3304093566285352,0.6052631577177593,0.0,Grand Theft Auto 2,Action,PS,1998,0
3.41,0.3196480937479037,0.3988269793551827,0.1436950146206173,Metal Gear Solid V: The Phantom Pain,Action,PS4,2015,0
3.41,0.5131964807879189,0.3519061582545729,0.0058651026375762,Spider-Man 2,Action,PS2,2004,0
3.41,0.5073313781503427,0.2023460409963794,0.1730205278084983,F-1 Race,Racing,GB,1990,0
3.4,0.1352941176072664,0.6705882350968858,0.0147058823486159,FIFA Soccer 2003,Sports,PS2,2002,0
3.39,0.5398230086903176,0.3097345131829692,0.0176991150390268,LittleBigPlanet 2,Platform,PS3,2011,0
3.39,0.460176991014697,0.4336283184561568,0.0560471976235848,Crash Bash,Misc,PS,2000,0
3.39,0.2389380530268619,0.5870206487943892,0.0206489675455312,Assassin's Creed Syndicate,Action,PS4,2015,0
3.38,0.603550295679423,0.3017751478397115,0.0,LEGO Batman: The Videogame,Action,X360,2008,0
3.37,0.6350148366068206,0.2729970325599415,0.0,Destiny,Shooter,XOne,2014,0
3.36,0.7351190474002622,0.2261904761231576,0.0,WWF War Zone,Fighting,PS,1998,0
3.36,0.565476190307894,0.1994047618454152,0.2172619046972435,The Legend of Zelda: Majora's Mask,Action,N64,2000,0
3.35,0.2626865670857652,0.5074626864156827,0.029850746259746,Far Cry 3,Shooter,PS3,2012,0
3.34,0.4880239519496934,0.4580838321981785,0.0,Rugrats: Search For Reptar,Adventure,PS,1998,0
3.33,0.0,0.2972972972080188,0.6966966964874783,English Training: Have Fun Improving Your Skills!,Misc,DS,2006,-1
3.33,0.435435435304674,0.3873873872710548,0.0360360360252144,James Bond 007: Nightfire,Shooter,PS2,2002,0
3.33,0.4324324323025728,0.3033033032122212,0.1711711711197684,Ratchet & Clank,Platform,PS2,2002,0
3.32,0.0813253011803237,0.0632530120291406,0.8403614455300117,Monster Hunter X,Action,3DS,2015,-1
3.32,0.4427710842039846,0.4186746986690738,0.0090361445755915,Star Wars Episode III: Revenge of the Sith,Action,PS2,2005,0
3.31,0.4229607249477459,0.2749244712160349,0.2235649546152371,The Legend of Zelda: Spirit Tracks,Action,DS,2009,0
3.31,0.6012084590328675,0.3172205437108095,0.0151057401767052,Max Payne,Shooter,PS2,2001,0
3.3,0.5757575755831038,0.336363636261708,0.0030303030293847,Assassin's Creed IV: Black Flag,Action,X360,2013,0
3.28,0.4573170730313058,0.3902439023200476,0.0152439024343768,The Lord of the Rings: The Return of the King,Action,PS2,2003,0
3.28,0.0274390243818783,0.0,0.9695121948263684,Yokai Watch 2 Ganso/Honke,Role-Playing,3DS,2014,0
3.28,0.795731707074472,0.1006097560668872,0.0,Gears of War: Ultimate Edition,Shooter,XOne,2015,0
3.27,0.5779816511993939,0.3211009173329966,0.0061162079491999,True Crime: Streets of LA,Action,PS2,2003,0
3.26,0.1840490796981444,0.4815950918768114,0.2515337422541308,Professor Layton and the Unwound Future,Puzzle,DS,2008,-1
3.25,0.1538461537988165,0.4861538460042603,0.0953846153552662,Gran Turismo (PSP),Racing,PSP,2009,0
3.25,0.2738461537618935,0.6523076921069823,0.0,FIFA 16,Sports,XOne,2015,0
3.25,0.4153846152568047,0.3415384614333728,0.1415384614949112,Wii Music,Misc,Wii,2008,0
3.24,0.2932098764527129,0.4012345677773967,0.2376543209143042,Tekken,Fighting,PS,1995,0
3.24,0.7222222219993141,0.0925925925640146,0.0,Madden NFL 16,Sports,PS4,2015,0
3.23,0.2229102166492537,0.5170278636170192,0.1238390092495854,Gran Turismo 6,Racing,PS3,2013,0
3.23,0.5913312691667705,0.3095975231239636,0.0092879256937189,Halo: The Master Chief Collection,Shooter,XOne,2014,0
3.21,0.5358255450044157,0.414330217939461,0.0,007: Tomorrow Never Dies,Shooter,PS,1999,0
3.21,0.3676012459914015,0.2772585668918197,0.2928348908745062,Super Mario Maker,Platform,WiiU,2015,0
3.2,0.549999999828125,0.3781249998818359,0.021874999993164,WWF SmackDown! 2: Know Your Role,Fighting,PS,2000,0
3.2,0.2281249999287109,0.0312499999902343,0.7343749997705078,Baseball,Sports,NES,1983,-1
3.2,0.7062499997792967,0.2249999999296874,0.0374999999882812,Killer Instinct,Fighting,SNES,1995,0
3.19,0.0,0.0,0.9999999996865204,Dragon Quest VI: Maboroshi no Daichi,Role-Playing,SNES,1995,0
3.18,0.4654088048850915,0.3144654087061429,0.0125786163482457,God of War: Chains of Olympus,Action,PSP,2008,0
3.18,0.5597484274969344,0.3522012577508801,0.0283018867835528,Enter the Matrix,Action,PS2,2003,0
3.18,0.424528301753293,0.1855345911366243,0.2515723269649144,Crisis Core: Final Fantasy VII,Role-Playing,PSP,2007,0
3.17,0.6782334382718507,0.2397476339937704,0.0031545741314969,Dance Central,Misc,X360,2010,0
3.17,0.4006309147001164,0.4069400629631104,0.0378548895779637,L.A. Noire,Adventure,PS3,2011,0
3.17,0.6498422710883779,0.1766561513638309,0.1198738169968852,Ace Combat 04: Shattered Skies,Simulation,PS2,2001,0
3.15,0.6095238093303099,0.0507936507775258,0.314285714185941,Animal Crossing,Simulation,GC,2001,0
3.14,0.2165605094851718,0.0,0.0,FIFA Soccer 08,Sports,PS2,2007,-1
3.14,0.5955414010842225,0.308917197353848,0.0,Club Penguin: Elite Penguin Force,Adventure,DS,2008,0
3.13,0.5431309902418112,0.3993610222366259,0.006389776355786,Spider-Man,Action,PS,2000,0
3.13,0.3386581468566587,0.3482428113903378,0.2428115015198685,Mario Party 9,Misc,Wii,2012,0
3.12,0.685897435677597,0.2756410255526791,0.0,Need for Speed III: Hot Pursuit,Racing,PS,1998,0
3.12,0.7403846151473126,0.198717948654257,0.0448717948574128,Star Wars Episode I Racer,Racing,N64,1999,0
3.12,0.3878205126962113,0.4999999998397436,0.0192307692246055,Sonic Rush,Platform,DS,2005,0
3.12,0.0256410256328073,0.0,0.9711538458425788,Dragon Warrior IV,Role-Playing,NES,1990,0
3.11,0.1768488745412061,0.1607717041283692,0.6205787779355052,Rhythm Heaven,Misc,DS,2008,-1
3.11,0.4887459805502425,0.3311897105044406,0.0321543408256738,Fallout: New Vegas,Role-Playing,PS3,2010,0
3.11,0.2893890674310646,0.3215434082567384,0.3311897105044406,Personal Trainer: Cooking,Misc,DS,2006,0
3.1,0.5451612901467221,0.2741935482986472,0.0451612903080124,The Elder Scrolls IV: Oblivion,Role-Playing,PS3,2007,0
